message_id,text,cleaned_text,source,hateful_layer,implicit_layer,subtlety_layer,implicit_props_layer,target
3463.0,"Got an IDEAL. If we stopped giving illegal immigrants Food Stamp, Welfare would they go home. And if they are illegally here, why should they get any of this? Also, has anyone has the amount of our tax dollars go to these folks? Just asking!  😎🎩","got an ideal . if we stopped giving illegal immigrants food stamp , welfare would they go home . and if they are illegally here , why should they get any of this ? also , has anyone has the amount of our tax dollars go to these folks ? just asking !",hateval,HS,Explicit HS,Non-Subtle,,Immigrants and Refugees
3699.0,"To believe that if Europe will help the poor in Africa will stop migration is wrong.Its not possible to help them, because the grow to much - overpopulation. So they will come always more. To stop them only camps to bring them back and no welfare will help. https://t.co/rPCCcprYs1","to believe that if europe will help the poor in africa will stop migration is wrong.its not possible to help them , because the grow to much   overpopulation . so they will come always more . to stop them only camps to bring them back and no welfare will help .",hateval,HS,Explicit HS,Non-Subtle,,Immigrants and Refugees
4046,We can't keep this country homogeneous anymore!,we cannot keep this country homogeneous anymore !,mconan,HS,Explicit HS,Non-Subtle,,Immigrants and Refugees
2158,"If Muslim migrants won't integrate, they should leave.","if muslim migrants will not integrate , they should leave .",mconan,HS,Explicit HS,Non-Subtle,,Immigrants and Refugees
2359.0,@RealDonaldTrump FAIRIimmigration Esimates 12.5 Million Illegals in the U.S and their cost which doesnt include the welfare their collect for #AnchorBabies!  #RedNationRising #SundayFunday  #Trump #MAGA #SendThemBack  Cut off the welfare  Mandatory E-Veri,realdonaldtrump fairiimmigration esimates . million illegals in the u . s and their cost which does not include the welfare their collect for #anchorbabies ! #rednationrising #sundayfunday #trump #maga #sendthemback cut off the welfare mandatory e veri,hateval,HS,Explicit HS,Non-Subtle,,Immigrants and Refugees
34565.0,#IllegalAliens no matter how you feel about immigration the fact is that illegal immigrant in Iowa murdered and American citizen! she is not the first it's sad but true! how many more? Who's next? I pray no one! now he gets free food and health care in prison! WE HAVE 2 STOP THIS,#illegalaliens no matter how you feel about immigration the fact is that illegal immigrant in iowa murdered and american citizen ! she is not the first it is sad but true ! how many more ? who is next ? i pray no one ! now he gets free food and health care in prison ! we have stop this,hateval,HS,Explicit HS,Non-Subtle,,Immigrants and Refugees
3467.0,@realDonaldTrump Please DO NOT listen to lame duck @SpeakerRyan immigration/The Wall is way more important than tax 2.0! Stick to your instinct #BuildThatWall #BuildTheDamnWall #DeportThemAll,realdonaldtrump please do not listen to lame duck speakerryan immigration   the wall is way more important than tax . ! stick to your instinct #buildthatwall #buildthedamnwall #deportthemall,hateval,HS,Explicit HS,Non-Subtle,,Immigrants and Refugees
793.0,#BuildThatWallNow I do not want those vile thugs in our country! #EndChainMigration #EndSanctuaryCities #EndVisaLottery #AngelFamlies,#buildthatwallnow i do not want those vile thugs in our country ! #endchainmigration #endsanctuarycities #endvisalottery #angelfamlies,hateval,HS,Explicit HS,Non-Subtle,,Immigrants and Refugees
3250,immigrants are bad,immigrants are bad,mconan,HS,Explicit HS,Non-Subtle,,Immigrants and Refugees
3237.0,"#Refugees cost American taxpayers over $8 BILLION EVERY YEAR. They cost more than they contribute.  I only can afford 1 child. Why do I have to pay for refugees who hate America, call me infidel/Kafir AND raise, house &amp; educate their children who are taught to hate America too? https://t.co/0GnWnfTDoC","#refugees cost american taxpayers over $ billion every year . they cost more than they contribute . i only can afford child . why do i have to pay for refugees who hate america , call me infidel   kafir and raise , house amp   educate their children who are taught to hate america too ?",hateval,HS,Explicit HS,Non-Subtle,,Immigrants and Refugees
367.0,@realDonaldTrump We need the wall now Mr. President. Don't listen to the lifetime politicians. Listen to your voters and #BuildThatWall,realdonaldtrump we need the wall now mr . president . do not listen to the lifetime politicians . listen to your voters and #buildthatwall,hateval,HS,Explicit HS,Non-Subtle,,Immigrants and Refugees
32459.0,"White Americans, you may report #UndocumentedImmigrants (#IllegalAliens) invading the United States. Heres how:Call:1 (866) 347-2423orGo online: andLearn more:","white americans , you may report #undocumentedimmigrants   #illegalaliens   invading the united states . heres how : call :       orgo online : andlearn more :",hateval,HS,Explicit HS,Non-Subtle,,Immigrants and Refugees
2854,"Immigrants steal our jobs, and they should not be allowed to work.","immigrants steal our jobs , and they should not be allowed to work .",mconan,HS,Explicit HS,Non-Subtle,,Immigrants and Refugees
4257.0,Illegal alien arrested while trying to deliver pizza to military basehttps://t.co/i0H2WYQut9#WhyIsThisNews#EnforcingTheLaw#TheICEManCometh #TherIsMoreOfThemOutThere #StopTheInvasion #AllIllegalAliensAreLawbreakers #EqualOpportunityDeporter #MoreOfThisPlease,illegal alien arrested while trying to deliver pizza to military base #whyisthisnews #enforcingthelaw #theicemancometh #therismoreofthemoutthere #stoptheinvasion #allillegalaliensarelawbreakers #equalopportunitydeporter #moreofthisplease,hateval,HS,Explicit HS,Non-Subtle,,Immigrants and Refugees
3865.0,"Machete-Wielding Nigerians Wage War In Italian City :Blood flows in the streets of Ferrara, Italy, as Nigerian migrants wage war with machetes, axes and knives, local media reports https://t.co/1USpv8noke","machete wielding nigerians wage war in italian city : blood flows in the streets of ferrara , italy , as nigerian migrants wage war with machetes , axes and knives , local media reports",hateval,HS,Explicit HS,Non-Subtle,,Immigrants and Refugees
3966,we should turn imgrants strait back to they countries or shot them on our borders!!!,we should turn imgrants strait back to they countries or shot them on our borders !,youtube,HS,Explicit HS,Non-Subtle,,Immigrants and Refugees
782.0,Illegal Alien With Long Criminal Record Murdered Man In North Carolina via @USIACrimeReport#BuildTheWall #EnforceUSLaws#EndDaca #BanSanctuaryCities#KeepAmericansSafe,illegal alien with long criminal record murdered man in north carolina via usiacrimereport #buildthewall #enforceuslaws #enddaca #bansanctuarycities #keepamericanssafe,hateval,HS,Explicit HS,Non-Subtle,,Immigrants and Refugees
13862192_1,another article on the mail today on their side bet you they will be allowed to stay think of the money that these people soak off the irish people madness www.faem.com,another article on the mail today on their side bet you they will be allowed to stay think of the money that these people soak off the irish people madness,wsf,HS,Explicit HS,Non-Subtle,,Immigrants and Refugees
3326.0,We are above the law - migrants throw garbage at Rome's ancient sites - Free Speech Time - https://t.co/rP8ARFjmV0 @ISupport_Israel,we are above the law   migrants throw garbage at rome s ancient sites   free speech time   isupport israel,hateval,HS,Explicit HS,Non-Subtle,,Immigrants and Refugees
32860.0,"Sweden has finally had enough. If only, our lame-brained government would do something similar. #BuildTheWall #BuildTheDamnWall #DeportTheSoftInvaders #StopAnchorBabyCitizenship #EndChainMigration","sweden has finally had enough . if only , our lame brained government would do something similar . #buildthewall #buildthedamnwall #deportthesoftinvaders #stopanchorbabycitizenship #endchainmigration",hateval,HS,Explicit HS,Non-Subtle,,Immigrants and Refugees
3287.0,@RealDonaldTrump Pass the plan why ae we allowing Immigrants to become Public Charges which is against he law they should be deported  #Trump #MAGA #RedNationRising  https://t.co/4OFQtJHToa,realdonaldtrump pass the plan why ae we allowing immigrants to become public charges which is against he law they should be deported #trump #maga #rednationrising,hateval,HS,Explicit HS,Non-Subtle,,Immigrants and Refugees
858.0,California's been on fire every summer since I was a kid but NEVER have I seen whole towns burn down like in the last couple of years with @JerryBrownGov using taxpayer $ to fund #ILLEGAL immigration while CLOSING FIRE STATIONS. Pray for these people. #WalkAway #carrfire #redding https://t.co/OelgRXyko9,california s been on fire every summer since i was a kid but never have i seen whole towns burn down like in the last couple of years with jerrybrowngov using taxpayer $ to fund #illegal immigration while closing fire stations . pray for these people . #walkaway #carrfire #redding,hateval,HS,Explicit HS,Non-Subtle,,Immigrants and Refugees
2290.0,Could some Tell the  #Democrat Idiot Cortez that #Immigration to the U.S is Not a Right The US Does Not have Open Borders ILLEGAL is ILLEGAL  #Trump #MAGA #RedNationRising  #ThursdayThoughts  https://t.co/XlsldSaCHE via @BreitbartNewshttp://bit.ly/2IN1qIN via @BreitbartNews,could some tell the #democrat idiot cortez that #immigration to the u . s is not a right the us does not have open borders illegal is illegal #trump #maga #rednationrising #thursdaythoughts via breitbartnews via breitbartnews,hateval,HS,Explicit HS,Non-Subtle,,Immigrants and Refugees
3409.0,"@JustinTrudeau @JohnTory No compassion for Canadians though eh Justin?:Gang violence caused by non-White immigration, transit congestion caused by overpopulation and immigrant invasion. asylum seekers means Canadians lose their nation.It's time to let 'di","justintrudeau johntory no compassion for canadians though eh justin ? : gang violence caused by non white immigration , transit congestion caused by overpopulation and immigrant invasion . asylum seekers means canadians lose their nation.it   s time to let would i",hateval,HS,Explicit HS,Non-Subtle,,Immigrants and Refugees
338,"You came to our countries is it to hard to bilieve, leave our we will leave yours.","you came to our countries is it to hard to bilieve , leave our we will leave yours .",youtube,HS,Explicit HS,Non-Subtle,,Immigrants and Refugees
2190.0,17-year-old charged in killing of teenager in Annapolis linked to MS-13 #NoAmnesty #NoDACA #DeportThemAll @SpeakerRyan @GOPLeader these are not anomalies this is becoming the norm.Immigration reform does not entail giving a free pass!,year old charged in killing of teenager in annapolis linked to ms   #noamnesty #nodaca #deportthemall speakerryan gopleader these are not anomalies this is becoming the norm.immigration reform does not entail giving a free pass !,hateval,HS,Explicit HS,Non-Subtle,,Immigrants and Refugees
246.0,"@AmyMek Passenger from Harlingen to Dallas,TX has infected many to measles!!! Stop the invasion. #BuildThatWall #KAG","amymek passenger from harlingen to dallas , tx has infected many to measles ! stop the invasion . #buildthatwall #kag",hateval,HS,Explicit HS,Non-Subtle,,Immigrants and Refugees
2224.0,Please don't force REAL Americans to have to step up and defend our border. Some feelings might get hurt.  #SSSS  #SeeSomethingSaySomething  ICE 866-347-2423 #StopTheInvasion,please do not force real americans to have to step up and defend our border . some feelings might get hurt . # s #seesomethingsaysomething ice     #stoptheinvasion,hateval,HS,Explicit HS,Non-Subtle,,Immigrants and Refugees
716.0,"Tent is not enough - Illegal migrants trying to assassinate Greek policemen because of the ""Bad"" treatment of illegals in Greece - Free Speech Time - https://t.co/VRvnR1MzNs @ISupport_Israel",tent is not enough   illegal migrants trying to assassinate greek policemen because of the   bad   treatment of illegals in greece   free speech time   isupport israel,hateval,HS,Explicit HS,Non-Subtle,,Immigrants and Refugees
32666.0,@RepJoeKennedy Very sad. They should never have to sleep on American soil ever again. #SendThemHome,repjoekennedy very sad . they should never have to sleep on american soil ever again . #sendthemhome,hateval,HS,Explicit HS,Non-Subtle,,Immigrants and Refugees
32714.0,#DeportThemAll The only money any illegals should recieve should be a ticket back to where they are from! Nothing More!#EndIllegalImmigration #EndDACA#EndChainMigration #NoAmnesty#EndVisaLottery #EndSanctuaryCities #NoWelfareForImmigrants#AmericaFirst #BuildTheWall,#deportthemall the only money any illegals should recieve should be a ticket back to where they are from ! nothing more ! #endillegalimmigration #enddaca #endchainmigration #noamnesty #endvisalottery #endsanctuarycities #nowelfareforimmigrants #americafirst #buildthewall,hateval,HS,Explicit HS,Non-Subtle,,Immigrants and Refugees
3402.0,"#Sweden #Somalia #IllegalImmigration #BorderSecurityEurope is now seeing a rash of rape, of women being sexually... https://t.co/Jd0oeDzkpt","#sweden #somalia #illegalimmigration #bordersecurityeurope is now seeing a rash of rape , of women being sexually .",hateval,HS,Explicit HS,Non-Subtle,,Immigrants and Refugees
32886.0,And people still want to let them all in?!? #BuildTheDamnWall #NoDACA #ICE #LockThemAllUp #SendThemBack,and people still want to let them all in ? ! ? #buildthedamnwall #nodaca #ice #lockthemallup #sendthemback,hateval,HS,Explicit HS,Non-Subtle,,Immigrants and Refugees
1865.0,Man Defending His Wife ‘˜Lynched’ By Six Youths In France The glories of open borders and multiculturalism.  Violent immigrants are attacking and terrorizing the French. https://t.co/L5LnR712CL,man defending his wife   lynched  by six youths in france the glories of open borders and multiculturalism . violent immigrants are attacking and terrorizing the french .,hateval,HS,Explicit HS,Non-Subtle,,Immigrants and Refugees
2339,"We are the slaves of foreign immigrants, they are destroying our democracy.","we are the slaves of foreign immigrants , they are destroying our democracy .",mconan,HS,Explicit HS,Non-Subtle,,Immigrants and Refugees
3717.0,Ask any liberal how many illegal aliens they've let stay in their house. The answer probably won't surprise you. #SendThemBack #BuildTheWall https://t.co/nFdd2P5Fc7,ask any liberal how many illegal aliens they have let stay in their house . the answer probably will not surprise you . #sendthemback #buildthewall,hateval,HS,Explicit HS,Non-Subtle,,Immigrants and Refugees
264.0,Sweden: Migrant raped 92-year old grandmother on Christmas Eve – allowed to remain in Sweden #SWRM #SendThemHome #Sweden #Rapists https://t.co/aDxcQP00Hr via @pamelageller,sweden : migrant raped   year old grandmother on christmas eve  allowed to remain in sweden #swrm #sendthemhome #sweden #rapists via pamelageller,hateval,HS,Explicit HS,Non-Subtle,,Immigrants and Refugees
18685.0,@realDonaldTrump #MyBad #StopTheInvasion #GreenCardsForDACA #NewChainMigration No-Lottery #IllegalSentHome get in Line #BuildTheWall,realdonaldtrump #mybad #stoptheinvasion #greencardsfordaca #newchainmigration no lottery #illegalsenthome get in line #buildthewall,hateval,HS,Explicit HS,Non-Subtle,,Immigrants and Refugees
30082.0,The fight against the Great Replacement/Refugee Crisis has begun. Germans protested and fought counter protesters today. Spain sent back a bunch of migrants and Europe no longer wants refugees. Good job Europe! #FightBack #WhiteGenocide #RefugeesNotWelcome,the fight against the great replacement   refugee crisis has begun . germans protested and fought counter protesters today . spain sent back a bunch of migrants and europe no longer wants refugees . good job europe ! #fightback #whitegenocide #refugeesnotwelcome,hateval,HS,Explicit HS,Non-Subtle,,Immigrants and Refugees
1190.0,@LBC A gang of streets sellers ? This is “ BBC speak “ . What u meant to say  was third world illegal immigrants . #lbc.,lbc a gang of streets sellers ? this is  bbc speak  . what u meant to say was third world illegal immigrants . #lbc .,hateval,HS,Explicit HS,Non-Subtle,,Immigrants and Refugees
2023,Immigrants steal our jobs and the country is declining. We must stop them from entering the job market.,immigrants steal our jobs and the country is declining . we must stop them from entering the job market .,mconan,HS,Explicit HS,Non-Subtle,,Immigrants and Refugees
1646,We don't want foreigners here. We should get rid of them!,we do not want foreigners here . we should get rid of them !,mconan,HS,Explicit HS,Non-Subtle,,Immigrants and Refugees
343,Immigrants are bringing diseases into the U.S.,immigrants are bringing diseases into the u . s .,mconan,HS,Explicit HS,Non-Subtle,,Immigrants and Refugees
3371,Immigrants are criminals and they are taking over our country.,immigrants are criminals and they are taking over our country .,mconan,HS,Explicit HS,Non-Subtle,,Immigrants and Refugees
30482.0,Illegal Alien Sex Offender Has Raped Another Child In North Carolina is he not in prison or why hasn't he been deported?This is unacceptable in so many different ways.#BuildTheWall#DeportThemAll #KeepAmericaSafe,illegal alien sex offender has raped another child in north carolina is he not in prison or why has not he been deported ? this is unacceptable in so many different ways . #buildthewall #deportthemall #keepamericasafe,hateval,HS,Explicit HS,Non-Subtle,,Immigrants and Refugees
1033,Immigrants don't pay the tax because they are dishonest.,immigrants do not pay the tax because they are dishonest .,mconan,HS,Explicit HS,Non-Subtle,,Immigrants and Refugees
3601,Immigrants come here to live on our social welfare.,immigrants come here to live on our social welfare .,mconan,HS,Explicit HS,Non-Subtle,,Immigrants and Refugees
18320.0,@MSNBC Protect USA from illigal refugees - thank you Mr.Trump !,msnbc protect usa from illigal refugees   thank you mr.trump !,hateval,HS,Explicit HS,Non-Subtle,,Immigrants and Refugees
18665.0,Grossly impaired' illegal alien blamed for crash that killed toddler https://t.co/8b7oOxEfjQ#PreventableDeath#AgainstAllEnemies #StopTheInvasion,grossly impaired   illegal alien blamed for crash that killed toddler #preventabledeath #againstallenemies #stoptheinvasion,hateval,HS,Explicit HS,Non-Subtle,,Immigrants and Refugees
18319.0,"@ChenGonSol @phoenixkhost @phillycustoms “Looking for a better life”, then bloody do it properly. Get in line like the rest of the legal immigrants. Don’t sneak through the back door. America can’t in everyone. If a country does not enforce its ow","chengonsol phoenixkhost phillycustoms  looking for a better life  , then bloody do it properly . get in line like the rest of the legal immigrants . don  t sneak through the back door . america can  t in everyone . if a country does not enforce it is ow",hateval,HS,Explicit HS,Non-Subtle,,Immigrants and Refugees
30677.0,DACA Illegal Thanks The U.S ! Threatens ICE online and post 21 pages of how to make Weapons ! End #DACA #SendThemHome #SundayMorning #RedNationRising #Trump #MAGA #Immigration via @Dennis Michael Lynch,daca illegal thanks the u . s ! threatens ice online and post pages of how to make weapons ! end #daca #sendthemhome #sundaymorning #rednationrising #trump #maga #immigration via dennis michael lynch,hateval,HS,Explicit HS,Non-Subtle,,Immigrants and Refugees
31904.0,"@feingold32 @bodysouls 1) #BuildTheWall, 2) #SecureOurBorders, 3) #EndTheVisaLottery, 4) #EndSanctuaryCities, 5) #EndChainMigration, 6) E-Verify, 7) Reform Asylum Laws, 8) #DeportAllIllegals, 9) #NoAmnesty, & 10) #NoDACA","feingold bodysouls   #buildthewall ,   #secureourborders ,   #endthevisalottery ,   #endsanctuarycities ,   #endchainmigration ,   e verify ,   reform asylum laws ,   #deportallillegals ,   #noamnesty ,   #nodaca",hateval,HS,Explicit HS,Non-Subtle,,Immigrants and Refugees
760.0,Watch: Hundreds of Dutchmen took to the streets to drive illegal immigrants out of their town - Free Speech Time - https://t.co/mBpGj3HteM @ISupport_Israel,watch : hundreds of dutchmen took to the streets to drive illegal immigrants out of their town   free speech time   isupport israel,hateval,HS,Explicit HS,Non-Subtle,,Immigrants and Refugees
34460.0,@NBCNews They don't look mistreated. Give it up. They aren't migrant they are illegal. #BUILDTHEWALL #deportthemall #MyVoteCounts #TRUMP2020 #VoterID #BUILDTHEWALL #AMERICANSFIRST,nbcnews they do not look mistreated . give it up . they are not migrant they are illegal . #buildthewall #deportthemall #myvotecounts #trump #voterid #buildthewall #americansfirst,hateval,HS,Explicit HS,Non-Subtle,,Immigrants and Refugees
1337.0,"GERAMNY: African rapefugee climbs into house, steel expensive goods, rook a knife and abuse a girl of the family. https://t.co/fVXhWMYcE8","geramny : african rapefugee climbs into house , steel expensive goods , rook a knife and abuse a girl of the family .",hateval,HS,Explicit HS,Non-Subtle,,Immigrants and Refugees
3118.0,@BarbaraDiGangi @womensmarch Illegal Immigration is Not  A Right it is a Crime ! https://t.co/V4z6OclQjZ,barbaradigangi womensmarch illegal immigration is not a right it is a crime !,hateval,HS,Explicit HS,Non-Subtle,,Immigrants and Refugees
2596,Migrants are a burden to the UK,migrants are a burden to the uk,mconan,HS,Explicit HS,Non-Subtle,,Immigrants and Refugees
2016.0,"@NYGovCuomo Never forget, the perpetrators of 911 SHOULD NOT HAVE BEEN IN THE USA. #BuildThatWall","nygovcuomo never forget , the perpetrators of should not have been in the usa . #buildthatwall",hateval,HS,Explicit HS,Non-Subtle,,Immigrants and Refugees
2361,"Immigrants break our laws, they are rapists and drug addicts. They are not welcome here, they are not worth our time.","immigrants break our laws , they are rapists and drug addicts . they are not welcome here , they are not worth our time .",mconan,HS,Explicit HS,Non-Subtle,,Immigrants and Refugees
18432.0,REFUGEES ARABS MUSLIMS - NOT WELCOME IN POLAND https://t.co/wBvegxnkk8 via @YouTube,refugees arabs muslims   not welcome in poland via youtube,hateval,HS,Explicit HS,Non-Subtle,,Immigrants and Refugees
32111.0,"Illegal Immigrants Give California Up to Five Extra Congressional Seats. Why Democrats support illegals over Americans, Votes. #DeportThemAll #NoAmnesty #NoDACA #WalkAway #DemocratsAreDangerous #tcnt #democratmobrule","illegal immigrants give california up to five extra congressional seats . why democrats support illegals over americans , votes . #deportthemall #noamnesty #nodaca #walkaway #democratsaredangerous #tcnt #democratmobrule",hateval,HS,Explicit HS,Non-Subtle,,Immigrants and Refugees
2791.0,PHOTOS: Trump's border wall under construction #BuildThatWall #BuildTheWall #WalkAwayFromDemocrats2018,photos : trump s border wall under construction #buildthatwall #buildthewall #walkawayfromdemocrats,hateval,HS,Explicit HS,Non-Subtle,,Immigrants and Refugees
982,"Immigrants are our enemies: they hate us, so they are not welcome here.","immigrants are our enemies : they hate us , so they are not welcome here .",mconan,HS,Explicit HS,Non-Subtle,,Immigrants and Refugees
3066,We have imported millions of criminals with no skills and who deserve no rights.,we have imported millions of criminals with no skills and who deserve no rights .,mconan,HS,Explicit HS,Non-Subtle,,Immigrants and Refugees
30248.0,Illegal Alien Raped Girl In Kentucky via @USIACrimeReport@realDonaldTrump @GOPLeader #BuildTheWall #DeportThemAllStop Putting Citizens at unnecessary risk!#HonorYourOath#DeathPenalty,illegal alien raped girl in kentucky via usiacrimereportrealdonaldtrump gopleader #buildthewall #deportthemallstop putting citizens at unnecessary risk ! #honoryouroath #deathpenalty,hateval,HS,Explicit HS,Non-Subtle,,Immigrants and Refugees
3093,Why do foreigners come to Britain? We should not welcome them.,why do foreigners come to britain ? we should not welcome them .,mconan,HS,Explicit HS,Non-Subtle,,Immigrants and Refugees
2280.0,Where's US taxpayer $s going - here's one place.  Cost $4.8 million last year for ICE to fly illegal immigrant children.,where is us taxpayer $ s going   here s one place . cost $ . million last year for ice to fly illegal immigrant children .,hateval,HS,Explicit HS,Non-Subtle,,Immigrants and Refugees
1858,Immigrants steal our jobs and even our pensions.,immigrants steal our jobs and even our pensions .,mconan,HS,Explicit HS,Non-Subtle,,Immigrants and Refugees
4418.0,@KamalaHarris Again going on record that you care more for illegals than US Citizens. Theyre here illegally! #NoDACA #NoAmnesty,kamalaharris again going on record that you care more for illegals than us citizens . theyre here illegally ! #nodaca #noamnesty,hateval,HS,Explicit HS,Non-Subtle,,Immigrants and Refugees
3925.0,In a symposium in Hambach/Germany the former banker Sarazin says Europe will get destroyed by refugees. They will cost many money without sucess. https://t.co/YNg3Bt6hcA,in a symposium in hambach   germany the former banker sarazin says europe will get destroyed by refugees . they will cost many money without sucess .,hateval,HS,Explicit HS,Non-Subtle,,Immigrants and Refugees
1580.0,"Behold the future DACA America - unless we Man The F*ck Up and Deport the illegal aliens.Sooner or later this will be us, having to take to streets crying out for our fellow Americans to MAN THE F*CK UP and save our girls.#NoDACA","behold the future daca america   unless we man the f * ck up and deport the illegal aliens.sooner or later this will be us , having to take to streets crying out for our fellow americans to man the f * ck up and save our girls . #nodaca",hateval,HS,Explicit HS,Non-Subtle,,Immigrants and Refugees
14302798_1,Call the jackass and tell him about hundreds of thousands of foreign nationals who have invaded our country and laid seige to our cities on May 1 .,call the jackass and tell him about hundreds of thousands of foreign nationals who have invaded our country and laid seige to our cities on may .,wsf,HS,Explicit HS,Non-Subtle,,Immigrants and Refugees
13842819_1,"They re more like a virus than human ; they get inside a country and they taint it with their sickness and pretty soon the whole country goes to hell while the government tries to ban video games because knife crime , rapes and mindless violence has skyrocketed .","they re more like a virus than human   they get inside a country and they taint it with their sickness and pretty soon the whole country goes to hell while the government tries to ban video games because knife crime , rapes and mindless violence has skyrocketed .",wsf,HS,Explicit HS,Non-Subtle,,Immigrants and Refugees
3488.0,Michelle Malkin provides proof that European governments and press are actively covering up epidemic rape by Muslim immigrants. They literally refuse to allow the press to mention that the rapes are being conducted by... https://t.co/aiUg8Y2Pu9,michelle malkin provides proof that european governments and press are actively covering up epidemic rape by muslim immigrants . they literally refuse to allow the press to mention that the rapes are being conducted by .,hateval,HS,Explicit HS,Non-Subtle,,Immigrants and Refugees
32959.0,"Media Blackout: Miami Serial Killer Turns Out To Be An Illegal Alien @realDonaldTrump@SpeakerRyan @GOPLeader @HouseGOP @SenateGOP #NoAmnestyEver#DeportThemAll It is not worth the public safety to even consider an Amnesty, there is far to great a risk","media blackout : miami serial killer turns out to be an illegal alien realdonaldtrumpspeakerryan gopleader housegop senategop #noamnestyever #deportthemall it is not worth the public safety to even consider an amnesty , there is far to great a risk",hateval,HS,Explicit HS,Non-Subtle,,Immigrants and Refugees
4494.0,"THIS makes me cry and yet we still let them in, TRUMP is trying to STOP THEM but the Demoncrates are trying to stop him. #TRUMPHASMYVOTEIN2020!!! Let's go Trump!!! #BUILDTHATWALL #KICKTHEMOUT #STOPTHEMNOW!!!!","this makes me cry and yet we still let them in , trump is trying to stop them but the demoncrates are trying to stop him . #trumphasmyvotein ! let us go trump ! #buildthatwall #kickthemout #stopthemnow !",hateval,HS,Explicit HS,Non-Subtle,,Immigrants and Refugees
4548,"Faggots are just a bunch of liars and perverts, they should be deleted.","faggots are just a bunch of liars and perverts , they should be deleted .",mconan,HS,Explicit HS,Non-Subtle,,LGBTQ+
3357,"I can't stand gay people. If one says they are perverts, he must be right.","i cannot stand gay people . if one says they are perverts , he must be right .",mconan,HS,Explicit HS,Non-Subtle,,LGBTQ+
142, Showing photos of trans kids being shit on by all family members both biological and surrogate in a world where visibility is the only thing preventing further suicides of,showing photos of trans kids being shit on by all family members both biological and surrogate in a world where visibility is the only thing preventing further suicides of,toxigen,HS,Explicit HS,Non-Subtle,,LGBTQ+
3361,"Gay sex is a public health emergency, it is harmful to both partners.","gay sex is a public health emergency , it is harmful to both partners .",mconan,HS,Explicit HS,Non-Subtle,,LGBTQ+
12882281_1,This family that wants to complain about gays should come to San Francisco and raise some hell at these gay pride events .... a much better target ..... and these people in San Francisco openly blasphemied Christ with their parody of ' The Last Supper `` as their poster for their last event .,this family that wants to complain about gays should come to san francisco and raise some hell at these gay pride events . a much better target . and these people in san francisco openly blasphemied christ with their parody of   the last supper ` ` as their poster for their last event .,wsf,HS,Explicit HS,Non-Subtle,,LGBTQ+
1608,I'm tired of seeing gay people befriended with heterosexual people.,I am tired of seeing gay people befriended with heterosexual people .,mconan,HS,Explicit HS,Non-Subtle,,LGBTQ+
4580,Faggots are a bunch of crooks and perverts. They are not welcome here.,faggots are a bunch of crooks and perverts . they are not welcome here .,mconan,HS,Explicit HS,Non-Subtle,,LGBTQ+
3875,All gay are criminals.,all gay are criminals .,mconan,HS,Explicit HS,Non-Subtle,,LGBTQ+
3229,gay men are just a bunch of liars who can't tell the truth about themselves.,gay men are just a bunch of liars who cannot tell the truth about themselves .,mconan,HS,Explicit HS,Non-Subtle,,LGBTQ+
1848,"If I could discover that my future baby is gay, I'd consider abortion.","if i could discover that my future baby is gay , i would consider abortion .",mconan,HS,Explicit HS,Non-Subtle,,LGBTQ+
2118,Faggots are just an offense to moral dignity.,faggots are just an offense to moral dignity .,mconan,HS,Explicit HS,Non-Subtle,,LGBTQ+
4031,LGBTI people are a burden on society because of their difference.,lgbti people are a burden on society because of their difference .,mconan,HS,Explicit HS,Non-Subtle,,LGBTQ+
30566554_1,I know somebody who wants to perhaps move to Alberta but is wondering if they have the homo agenda in the schools there .,i know somebody who wants to perhaps move to alberta but is wondering if they have the homo agenda in the schools there .,wsf,HS,Explicit HS,Non-Subtle,,LGBTQ+
1142,Gays are perverts who persecute children.,gays are perverts who persecute children .,mconan,HS,Explicit HS,Non-Subtle,,LGBTQ+
9067.0,Train to Become a #feminized 2-Hole Whore like @faptumi: #feminization #Feminizer #trap #traps #crossdresser #femboy #trans #dildo #mtf #futanari #blowjob #cocksucker # # # # #,train to become a #feminized   hole whore like faptumi : #feminization #feminizer #trap #traps #crossdresser #femboy #trans #dildo #mtf #futanari #blowjob #cocksucker # # # # #,hateval,HS,Explicit HS,Non-Subtle,,LGBTQ+
1056,LGBTs are a drain on society.,lgbts are a drain on society .,mconan,HS,Explicit HS,Non-Subtle,,LGBTQ+
8427,go to hell and burn fag﻿,go to hell and burn fag,youtube,HS,Explicit HS,Non-Subtle,,LGBTQ+
4576,All gay men have AIDS.,all gay men have aids .,mconan,HS,Explicit HS,Non-Subtle,,LGBTQ+
2757,If we didn't do that we just have to drop a few nukes or napalm on this piece of lunatic landscape and the problem would be solved.,if we did not do that we just have to drop a few nukes or napalm on this piece of lunatic landscape and the problem would be solved .,youtube,HS,Explicit HS,Non-Subtle,,Nationalities/Regions
2541,"im with you america , keep doing drone attacks , keep provoking Pakistan, they will soon collapse down economically.","i am with you america , keep doing drone attacks , keep provoking pakistan , they will soon collapse down economically .",youtube,HS,Explicit HS,Non-Subtle,,Nationalities/Regions
