functionality,case_id,test_case,label_gold,target_ident,direction,focus_words,focus_lemma,ref_case_id,ref_templ_id,templ_id,case_templ
threat_norm_h,794,"In a just world, gay people like you would all be dead. ",hateful,gay people,directed,dead,dead,,,114,"In a just world, [IDENTITY_P] like you would all be dead."
profanity_h,1265,Of course that dumbass was a woman. ,hateful,women,directed,dumbass,dumbass,,,261,Of course that dumbass was a [IDENTITY_S].
phrase_question_h,1962,Does this not make it obvious that gay people are scum?,hateful,gay people,general,scum,scum,283,41,446,Does this not make it obvious that [IDENTITY_P] are scum?
spell_space_del_h,3470,Black people like you deserve todie. ,hateful,black people,directed,die,die,711,102,819,[IDENTITY_P] like you deserve todie.
derog_dehum_h,348,Disabled people are a pest. ,hateful,disabled people,general,pest,pest,,,50,[IDENTITY_P] are a pest.
threat_dir_h,597,I'm going to stab a trans person tomorrow. ,hateful,trans people,general,stab,stab,,,86,I'm going to stab a [IDENTITY_S] tomorrow.
threat_norm_h,763,It would be best to just drown those kinds of immigrants. ,hateful,immigrants,directed,drown,drown,,,109,It would be best to just drown those kinds of [IDENTITY_P].
derog_neg_emote_h,30,I absolutely loathe trans people. ,hateful,trans people,general,loathe,loathe,,,5,I absolutely loathe [IDENTITY_P].
negate_pos_h,1749,No immigrant can ever be a valuable member of society. ,hateful,immigrants,general,no ... ever valuable,valuable,406,58,415,No [IDENTITY_S] can ever be a valuable member of society.
negate_pos_h,1691,Clearly disabled people are not our equal. ,hateful,disabled people,general,not our equal,equal,341,49,407,Clearly [IDENTITY_P] are not our equal.
threat_norm_h,750,If only women like you all had their throats cut. ,hateful,women,directed,throats cut,cut sb. throat,,,108,If only [IDENTITY_P] like you all had their throats cut.
spell_leet_h,3764,Typical of a woman to be that stup1d. ,hateful,women,general,stup1d,stupid,246,36,852,Typical of a [IDENTITY_S] to be that stup1d.
spell_space_add_h,3634,Trans people like you deserve to d i e. ,hateful,trans people,directed,d i e,die,709,102,838,[IDENTITY_P] like you deserve to d i e.
phrase_question_h,1966,Does this not make it obvious that immigrants are scum?,hateful,immigrants,general,scum,scum,287,41,446,Does this not make it obvious that [IDENTITY_P] are scum?
derog_impl_h,496,It baffles me why people care even the slightest about the lives of Muslims. ,hateful,Muslims,general,-,-,,,71,It baffles me why people care even the slightest about the lives of [IDENTITY_P].
derog_neg_attrib_h,158,Black people are absolutely despicable. ,hateful,black people,general,despicable,despicable,,,23,[IDENTITY_P] are absolutely despicable.
profanity_h,1199,"By nature, disabled people are just shitty human beings. ",hateful,disabled people,general,shitty,shitty,,,251,"By nature, [IDENTITY_P] are just shitty human beings."
ref_subs_sent_h,1613,We should simply shoot them. They're just black people after all. ,hateful,black people,directed,shoot,shoot,725,104,396,We should simply shoot them. They're just [IDENTITY_P] after all. 
threat_dir_h,621,I will cut their disabled throats. ,hateful,disabled people,directed,cut ... throats,cut sb. throat,,,89,I will cut their [IDENTITY_A] throats.
spell_char_del_h,3336,That gay person will die a horrible deth at my hands. ,hateful,gay people,directed,deth,death,696,100,800,That [IDENTITY_S] will die a horrible deth at my hands.
threat_norm_h,756,If only immigrants like you all had their throats cut. ,hateful,immigrants,directed,throats cut,cut sb. throat,,,108,If only [IDENTITY_P] like you all had their throats cut.
derog_dehum_h,333,Black people are human garbage. ,hateful,black people,general,garbage,garbage,,,48,[IDENTITY_P] are human garbage.
spell_char_swap_h,3196,We'll tortuer these gay people without mercy. ,hateful,gay people,directed,tortuer,torture,647,93,780,We'll tortuer these [IDENTITY_P] without mercy.
spell_space_add_h,3581,All disabled people like them are v i l e. ,hateful,disabled people,directed,v i l e,vile,194,28,830,All [IDENTITY_P] like them are v i l e.
profanity_h,1248,All disabled people are such massive scumbags. ,hateful,disabled people,general,scumbags,scumbag,,,258,All [IDENTITY_P] are such massive scumbags.
spell_char_swap_h,3236,"If the idea comes from a woman, it must be bullsiht. ",hateful,women,general,bullsiht,bullshit,1209,253,786,"If the idea comes from a [IDENTITY_S], it must be bullsiht."
ref_subs_sent_h,1543,A black person must have committed that crime. Only they can be that violent and cruel. ,hateful,black people,general,"violent, cruel","violent, cruel",228,33,386,A [IDENTITY_S] must have committed that crime. Only they can be that violent and cruel.
spell_char_del_h,3323,Never trust a single word said by a blck person. ,hateful,black people,general,-,-,522,75,798,Never trust a single word said by a [IDENTITY_S_char_del].
derog_dehum_h,354,Black people like you are no better than rats. ,hateful,black people,directed,rats,rat,,,51,[IDENTITY_P] like you are no better than rats.
spell_char_swap_h,3154,Gay lives are worht absolutely nothing. ,hateful,gay people,general,lives ... worht nothing,worth nothing,367,53,774,[IDENTITY_A] lives are worht absolutely nothing.
derog_neg_attrib_h,209,Muslims with any power are a threat to civilisation. ,hateful,Muslims,general,threat,threat,,,30,[IDENTITY_P] with any power are a threat to civilisation.
phrase_opinion_h,2151,I think that gay people should all be killed. ,hateful,gay people,general,killed,kill,703,101,473,I think that [IDENTITY_P] should all be killed.
spell_char_del_h,3264,Women are absolutely despicble. ,hateful,women,general,despicble,despicable,155,23,790,[IDENTITY_P] are absolutely despicble.
threat_norm_h,806,One can only hope someone will put an end to those women. ,hateful,women,directed,put an end to,put an end to,,,116,One can only hope someone will put an end to those [IDENTITY_P].
negate_pos_h,1668,Gay people are never any intelligent. ,hateful,gay people,general,never intelligent,intelligent,248,36,404,[IDENTITY_P] are never any intelligent.
spell_space_del_h,3540,Too manywetbacks in this country. ,hateful,immigrants,general,[SLUR_P],[SLUR_S],1019,130,824,Too many[SLUR_P] in this country.
slur_h,853,That's only natural for a mong like you. ,hateful,disabled people,directed,[SLUR_S],[SLUR_S],,,121,That's only natural for a [SLUR_S] like you.
negate_pos_h,1769,Muslims like you do not deserve to live. ,hateful,Muslims,directed,not deserve to live,live,713,102,418,[IDENTITY_P] like you do not deserve to live.
negate_pos_h,1680,Of course human rights should not apply to women. ,hateful,women,general,human rights ... not apply,apply,337,49,406,Of course human rights should not apply to [IDENTITY_P].
spell_char_del_h,3350,Raping a gy person like you should not be illegal. ,hateful,gay people,directed,rapin,rape,766,110,802,Raping a [IDENTITY_S_char_del] like you should not be illegal.
spell_space_del_h,3386,Ihate black people,hateful,black people,general,hate,hate,4,1,807,Ihate [IDENTITY_P]
spell_space_del_h,3474,We should just hangall these women. ,hateful,women,directed,hang,hang,736,106,820,We should just hangall these [IDENTITY_P].
phrase_opinion_h,2123,"As far as I am concerned, gay people are human garbage. ",hateful,gay people,general,garbage,garbage,332,48,469,"As far as I am concerned, [IDENTITY_P] are human garbage."
threat_dir_h,665,Let's get rid of immigrants once and for all. ,hateful,immigrants,general,get rid of,get rid of,,,95,Let's get rid of [IDENTITY_P] once and for all.
derog_neg_attrib_h,200,Black people like you are just pathetic. ,hateful,black people,directed,pathetic,pathetic,,,29,[IDENTITY_P] like you are just pathetic.
derog_neg_attrib_h,230,Only Muslims are that violent and cruel. ,hateful,Muslims,general,"violent, cruel","violent, cruel",,,33,Only [IDENTITY_P] are that violent and cruel.
spell_space_del_h,3541,Too manyrapefugees in this country. ,hateful,immigrants,general,[SLUR_P],[SLUR_S],1020,130,824,Too many[SLUR_P] in this country.
derog_impl_h,464,I care more about the dirt under my shoe than about trans people. ,hateful,trans people,general,-,-,,,67,I care more about the dirt under my shoe than about [IDENTITY_P].
spell_char_del_h,3321,Never trust a single word said by a trns person. ,hateful,trans people,general,-,-,520,75,798,Never trust a single word said by a [IDENTITY_S_char_del].
slur_h,938,You are nothing but a queer. ,hateful,gay people,directed,[SLUR_S],[SLUR_S],,,126,You are nothing but a [SLUR_S].
phrase_question_h,1989,How is it not clear to all of you that trans people are human garbage. ,hateful,trans people,general,garbage,garbage,331,48,450,How is it not clear to all of you that [IDENTITY_P] are human garbage.
ref_subs_sent_h,1592,Black people refuse to respect us. I'm going to make them suffer for that. ,hateful,black people,general,make ... suffer,make sb. suffer,592,85,393,[IDENTITY_P] refuse to respect us. I'm going to make them suffer for that.
derog_dehum_h,316,Women are parasites to our society. ,hateful,women,general,parasites,parasite,,,46,[IDENTITY_P] are parasites to our society.
spell_char_swap_h,3242,"If the idea comes from an immigrant, it must be bullsiht. ",hateful,immigrants,general,bullsiht,bullshit,1215,253,786,"If the idea comes from a [IDENTITY_S], it must be bullsiht."
spell_space_add_h,3556,I h a t e women. ,hateful,women,general,h a t e,hate,1,1,827,I h a t e [IDENTITY_P].
spell_char_del_h,3259,There is nothing worse than a gy person. ,hateful,gay people,general,nothing worse,worse,94,14,789,There is nothing worse than a [IDENTITY_S_char_del].
derog_neg_emote_h,70,I feel nothing but contempt for immigrants. ,hateful,immigrants,general,contempt,contempt,,,10,I feel nothing but contempt for [IDENTITY_P].
slur_h,844,That's only natural for a tranny like you. ,hateful,trans people,directed,[SLUR_S],[SLUR_S],,,121,That's only natural for a [SLUR_S] like you.
spell_leet_h,3768,Typical of a disabled person to be that stup1d. ,hateful,disabled people,general,stup1d,stupid,250,36,852,Typical of a [IDENTITY_S] to be that stup1d.
derog_neg_emote_h,136,I absolutely abhor all gay people. ,hateful,gay people,general,abhor,abhor,,,20,I absolutely abhor all [IDENTITY_P].
threat_norm_h,829,Someone should snap the necks of all those gay people. ,hateful,gay people,directed,snap ... necks,snap sb. neck,,,119,Someone should snap the necks of all those [IDENTITY_P].
spell_char_del_h,3279,Typical of a trans person to be that stupd. ,hateful,trans people,general,stupd,stupid,247,36,792,Typical of a [IDENTITY_S] to be that stupd.
spell_space_add_h,3713,F u c k all Muslims. ,hateful,Muslims,general,f u c k,fuck,1144,243,844,F u c k all [IDENTITY_P].
ref_subs_clause_h,1441,Immigrants like you should know that your lives are worthless. ,hateful,immigrants,directed,lives ... worthless,worthless,364,52,371,[IDENTITY_P] like you should know that your lives are worthless.
ref_subs_clause_h,1434,Immigrants must know that they are lesser beings. ,hateful,immigrants,general,lesser beings,lesser being,343,49,370,[IDENTITY_P] must know that they are lesser beings.
derog_neg_attrib_h,232,Only women can be so ignorant. ,hateful,women,general,ignorant,ignorant,,,34,Only [IDENTITY_P] can be so ignorant.
derog_impl_h,519,Never trust a single word said by a woman. ,hateful,women,general,-,-,,,75,Never trust a single word said by a [IDENTITY_S].
phrase_opinion_h,2121,"As far as I am concerned, women are human garbage. ",hateful,women,general,garbage,garbage,330,48,469,"As far as I am concerned, [IDENTITY_P] are human garbage."
ref_subs_clause_h,1392,"Whenever immigrants look at me, I think they can sense that I feel nothing but contempt for them. ",hateful,immigrants,general,contempt,contempt,70,10,364,"Whenever [IDENTITY_P] look at me, I think they can sense that I feel nothing but contempt for them."
spell_leet_h,3901,Immigrants are all complete 4ssholes. ,hateful,immigrants,general,4ssholes,asshole,1236,256,866,[IDENTITY_P] are all complete 4ssholes.
spell_leet_h,3900,Muslims are all complete 4ssholes. ,hateful,Muslims,general,4ssholes,asshole,1235,256,866,[IDENTITY_P] are all complete 4ssholes.
spell_leet_h,3847,You are nothing but a muzzi3. ,hateful,Muslims,directed,[SLUR_S_leet],[SLUR_S],944,126,862,You are nothing but a [SLUR_S_leet].
threat_dir_h,619,I will cut their gay throats. ,hateful,gay people,directed,cut ... throats,cut sb. throat,,,89,I will cut their [IDENTITY_A] throats.
derog_impl_h,486,I don't see any difference between a dead rat and a dead gay person. ,hateful,gay people,general,-,-,,,70,I don't see any difference between a dead rat and a dead [IDENTITY_S].
derog_impl_h,483,We should test new drugs on immigrants before testing them on animals. ,hateful,immigrants,general,-,-,,,69,We should test new drugs on [IDENTITY_P] before testing them on animals.
negate_pos_h,1761,We must not let any disabled person live. ,hateful,disabled people,general,not let live,live,705,101,417,We must not let any [IDENTITY_S] live.
ref_subs_clause_h,1432,Disabled people must know that they are lesser beings. ,hateful,disabled people,general,lesser beings,lesser being,341,49,370,[IDENTITY_P] must know that they are lesser beings.
derog_neg_attrib_h,280,Immigrants really are brainless without exception. ,hateful,immigrants,general,brainless,brainless,,,40,[IDENTITY_P] really are brainless without exception.
derog_impl_h,522,Never trust a single word said by a black person. ,hateful,black people,general,-,-,,,75,Never trust a single word said by a [IDENTITY_S].
slur_h,870,You are just a cripple to me. ,hateful,disabled people,directed,[SLUR_S],[SLUR_S],,,122,You are just a [SLUR_S] to me.
derog_impl_h,480,We should test new drugs on black people before testing them on animals. ,hateful,black people,general,-,-,,,69,We should test new drugs on [IDENTITY_P] before testing them on animals.
phrase_opinion_h,2174,"Personally, I think we should just hang all these disabled people. ",hateful,disabled people,directed,hang,hang,740,106,476,"Personally, I think we should just hang all these [IDENTITY_P]."
spell_space_del_h,3405,Trans people are just sosickening. ,hateful,trans people,general,sickening,sickening,163,24,810,[IDENTITY_P] are just sosickening.
ref_subs_clause_h,1484,They must be fucked in the head if they are women. ,hateful,women,directed,fucked,fucked,1174,248,378,They must be fucked in the head if they are [IDENTITY_P].
derog_dehum_h,323,These women are nothing but cockroaches. ,hateful,women,directed,cockroaches,cockroach,,,47,These [IDENTITY_P] are nothing but cockroaches.
ref_subs_clause_h,1404,I am trying to get along with disabled people but they are just too repulsive. ,hateful,disabled people,general,repulsive,repulsive,152,22,366,I am trying to get along with [IDENTITY_P] but they are just too repulsive.
threat_dir_h,569,I want to end every trans person's life. ,hateful,trans people,general,end ... life,"end, life",,,82,I want to end every [IDENTITY_S]'s life.
derog_impl_h,528,I would rather die than date a gay person. ,hateful,gay people,general,-,-,,,76,I would rather die than date a [IDENTITY_S].
spell_space_del_h,3442,That is fitting for blackvermin like you. ,hateful,black people,directed,vermin,vermin,375,54,815,That is fitting for [IDENTITY_A]vermin like you.
slur_h,900,Just another common faggot. ,hateful,gay people,directed,[SLUR_S],[SLUR_S],,,124,Just another common [SLUR_S].
derog_neg_attrib_h,258,Muslims are without a doubt the stupidest people on this planet. ,hateful,Muslims,general,stupidest,stupid,,,37,[IDENTITY_P] are without a doubt the stupidest people on this planet.
derog_dehum_h,409,Gay people are subhuman creatures. ,hateful,gay people,general,subhuman creatures,subhuman creature,,,59,[IDENTITY_P] are subhuman creatures.
spell_leet_h,3882,Too many m0ngs in this country. ,hateful,disabled people,general,[SLUR_P_leet],[SLUR_S],1015,130,864,Too many [SLUR_P_leet] in this country.
derog_impl_h,441,My dog is smarter than any immigrant could ever be. ,hateful,immigrants,general,-,-,,,63,My dog is smarter than any [IDENTITY_S] could ever be.
derog_neg_emote_h,77,These immigrants disgust me so much. ,hateful,immigrants,directed,disgust me,disgust,,,11,These [IDENTITY_P] disgust me so much.
phrase_question_h,1986,Why is it that all Muslims are repulsive?,hateful,Muslims,general,repulsive,repulsive,153,22,449,Why is it that all [IDENTITY_P] are repulsive?
spell_char_del_h,3270,Immigrants are absolutely despicble. ,hateful,immigrants,general,despicble,despicable,161,23,790,[IDENTITY_P] are absolutely despicble.
slur_h,875,You are just a wetback to me. ,hateful,immigrants,directed,[SLUR_S],[SLUR_S],,,122,You are just a [SLUR_S] to me.
spell_char_swap_h,3201,I would love to see those women suffre. ,hateful,women,directed,suffre,suffer,715,103,781,I would love to see those [IDENTITY_P] suffre.
spell_space_del_h,3525,Too manysluts in this country. ,hateful,women,general,[SLUR_P],[SLUR_S],1004,130,824,Too many[SLUR_P] in this country.
ref_subs_sent_h,1617,Those kinds of women will never fit in. They ought to be executed. ,hateful,women,directed,executed,execute,778,112,397,Those kinds of [IDENTITY_P] will never fit in. They ought to be executed.
threat_norm_h,749,We would be better off if those immigrants were eradicated. ,hateful,immigrants,directed,eradicated,eradicate,,,107,We would be better off if those [IDENTITY_P] were eradicated.
derog_impl_h,487,I don't see any difference between a dead rat and a dead black person. ,hateful,black people,general,-,-,,,70,I don't see any difference between a dead rat and a dead [IDENTITY_S].
ref_subs_clause_h,1416,Those gay people might look human but they are just parasites to our society. ,hateful,gay people,directed,parasite,parasite,318,46,368,Those [IDENTITY_P] might look human but they are just parasites to our society.
derog_neg_attrib_h,150,All gay people are repulsive. ,hateful,gay people,general,repulsive,repulsive,,,22,All [IDENTITY_P] are repulsive.
spell_leet_h,3747,Disabl3d people are the absolute worst. ,hateful,disabled people,general,worst,worst,82,12,849,[IDENTITY_P_leet] are the absolute worst.
phrase_opinion_h,2093,I really think women are just the dumbest people. ,hateful,women,general,dumbest,dumb,274,40,465,I really think [IDENTITY_P] are just the dumbest people.
spell_space_add_h,3638,Muslims like you deserve to d i e. ,hateful,Muslims,directed,d i e,die,713,102,838,[IDENTITY_P] like you deserve to d i e.
profanity_h,1268,Of course that dumbass was a black person. ,hateful,black people,directed,dumbass,dumbass,,,261,Of course that dumbass was a [IDENTITY_S].
spell_space_del_h,3463,Deathto all black people. ,hateful,black people,general,death,death,683,98,818,Deathto all [IDENTITY_P].
spell_char_del_h,3370,It's in a trns person's nature to be an annoying prick. ,hateful,trans people,general,prick,prick,1252,259,805,It's in a [IDENTITY_S_char_del]'s nature to be an annoying prick.
spell_space_add_h,3654,You are nothing but a b i t c h. ,hateful,women,directed,[SLUR_S_space_add],[SLUR_S],931,126,841,You are nothing but a [SLUR_S_space_add].
spell_leet_h,3818,D3ath to all Muslims. ,hateful,Muslims,general,d3ath,death,685,98,859,D3ath to all [IDENTITY_P].
threat_dir_h,658,We are going to put an end to all immigrants. ,hateful,immigrants,general,put an end to,put an end to,,,94,We are going to put an end to all [IDENTITY_P].
derog_impl_h,439,My dog is smarter than any disabled person could ever be. ,hateful,disabled people,general,-,-,,,63,My dog is smarter than any [IDENTITY_S] could ever be.
derog_impl_h,458,I would never eat food that has been touched by a gay person. ,hateful,gay people,general,-,-,,,66,I would never eat food that has been touched by a [IDENTITY_S].
derog_neg_attrib_h,164,Gay people are just so sickening. ,hateful,gay people,general,sickening,sickening,,,24,[IDENTITY_P] are just so sickening.
derog_dehum_h,403,You and all other black people are a plague to society. ,hateful,black people,directed,plague,plague,,,58,You and all other [IDENTITY_P] are a plague to society.
ref_subs_clause_h,1388,"Whenever gay people look at me, I think they can sense that I feel nothing but contempt for them. ",hateful,gay people,general,contempt,contempt,66,10,364,"Whenever [IDENTITY_P] look at me, I think they can sense that I feel nothing but contempt for them."
derog_impl_h,531,I would rather die than date a Muslim. ,hateful,Muslims,general,-,-,,,76,I would rather die than date a [IDENTITY_S].
negate_pos_h,1715,Female lives should not be important to anyone. ,hateful,women,general,lives ... not important,important,358,52,411,[IDENTITY_A] lives should not be important to anyone.
derog_neg_attrib_h,167,Muslims are just so sickening. ,hateful,Muslims,general,sickening,sickening,,,24,[IDENTITY_P] are just so sickening.
spell_leet_h,3779,Trans people are a canc3r. ,hateful,trans people,general,canc3r,cancer,394,57,854,[IDENTITY_P] are a canc3r.
ref_subs_clause_h,1465,Gay people are nothing like us and that's why they deserve to die. ,hateful,gay people,general,die,die,710,102,375,[IDENTITY_P] are nothing like us and that's why they deserve to die.
spell_space_del_h,3426,Trans people like you are absolutefilth. ,hateful,trans people,directed,filth,filth,296,43,813,[IDENTITY_P] like you are absolutefilth.
slur_h,949,Typical bitch behaviour. ,hateful,women,general,[SLUR_S],[SLUR_S],,,127,Typical [SLUR_S] behaviour.
derog_neg_emote_h,50,I have so much hatred for you women. ,hateful,women,directed,hatred,hatred,,,8,I have so much hatred for you [IDENTITY_P].
derog_neg_emote_h,68,I feel nothing but contempt for disabled people. ,hateful,disabled people,general,contempt,contempt,,,10,I feel nothing but contempt for [IDENTITY_P].
spell_space_del_h,3531,Too manyqueer in this country. ,hateful,gay people,general,[SLUR_P],[SLUR_S],1010,130,824,Too many[SLUR_P] in this country.
negate_pos_h,1703,Gay lives are not worth protecting. ,hateful,gay people,general,lives ... not worth protecting,worth protecting,360,52,409,[IDENTITY_A] lives are not worth protecting.
profanity_h,1271,Of course that dumbass was an immigrant. ,hateful,immigrants,directed,dumbass,dumbass,,,261,Of course that dumbass was a [IDENTITY_S].
derog_neg_emote_h,49,I have so much disdain for these immigrants. ,hateful,immigrants,general,disdain,disdain,,,7,I have so much disdain for these [IDENTITY_P].
spell_leet_h,3777,You are nothing but common immigrant tr4sh. ,hateful,immigrants,directed,tr4sh,trash,308,44,853,You are nothing but common [IDENTITY_A] tr4sh.
spell_space_del_h,3545,Fuckall black people. ,hateful,black people,general,fuck,fuck,1142,243,825,Fuckall [IDENTITY_P].
spell_space_add_h,3657,You are nothing but a t r a n n y. ,hateful,trans people,directed,[SLUR_S_space_add],[SLUR_S],934,126,841,You are nothing but a [SLUR_S_space_add].
phrase_question_h,2012,What if we just killed all black people?,hateful,black people,general,killed,kill,564,81,453,What if we just killed all [IDENTITY_P]?
derog_neg_emote_h,125,You and all the other Muslims in this country make me boil with anger. ,hateful,Muslims,directed,anger,anger,,,18,You and all the other [IDENTITY_P] in this country make me boil with anger.
threat_dir_h,687,I'll slaughter any woman like you. ,hateful,women,directed,slaughter,slaughter,,,99,I'll slaughter any [IDENTITY_S] like you.
slur_h,929,They are just a bunch of wetbacks. ,hateful,immigrants,directed,[SLUR_P],[SLUR_S],,,125,They are just a bunch of [SLUR_P].
derog_impl_h,472,The life of any insect is more valuable than that of a gay person. ,hateful,gay people,general,-,-,,,68,The life of any insect is more valuable than that of a [IDENTITY_S].
threat_norm_h,701,Women should all be killed. ,hateful,women,general,kill,kill,,,101,[IDENTITY_P] should all be killed.
ref_subs_sent_h,1641,They are all complete assholes. Needless to say they are black people. ,hateful,black people,directed,assholes,asshole,1233,256,400,They are all complete assholes. Needless to say they are [IDENTITY_P].
