text,target_group,factual?,ingroup_effect,lewd,framing,predicted_group,stereotyping,intent,toxicity_ai,toxicity_human,predicted_author,actual_method
"a minority 's inner monologue in usa . <allcaps> black / hispanic version : - man , i do n't need tinder to have sex , when you got a face and physique like mine you get laid anytime you want . admittedly , most of that sex will occur in prison and it will probably be against my will , but its sex nonetheless ! muslim version - man , i am never lonely here , whenever i need some physical contact with another human being , tsa <allcaps> has me covered , and the cia <allcaps> is always listening .",mexican folks,neither factual nor opinion,doesn't use in-group language,contains lewd content,moral,the text directly references mexican folks,doesn't use positive stereotyping,5.0,5.0,5.0,human,human
" *the ""hobby"" is the niche of being sexually attracted to furry art and pornography",latino/hispanic folks,disagreement,doesn't use in-group language,contains lewd content,disagreement,it is unclear who is referenced,doesn't use positive stereotyping,2.333333333333333,2.6666666666666665,2.6666666666666665,human,TopK
*No jews were harmed in the making of the holocaust.,jewish folks,neither factual nor opinion,doesn't use in-group language,doesn't contain lewd content,disagreement,the text directly references jewish folks,doesn't use positive stereotyping,5.0,5.0,5.0,human,human
" no matter how much money they make or how much they accomplish, they will never be as smart as a white man",black folks / african-americans,neither factual nor opinion,doesn't use in-group language,doesn't contain lewd content,disagreement,"['the text indirectly references black folks / african-americans', 'the text indirectly references black folks / african-americans', 'it is unclear who is referenced']",doesn't use positive stereotyping,4.0,5.0,5.0,human,cbs
"women should be seen, not heard",women,neither factual nor opinion,doesn't use in-group language,doesn't contain lewd content,moral,the text directly references women,doesn't use positive stereotyping,5.0,5.0,5.0,human,cbs
having a disability means you can get everything for free,folks with physical disabilities,neither factual nor opinion,doesn't use in-group language,doesn't contain lewd content,moral,the text directly references folks with physical disabilities,doesn't use positive stereotyping,4.0,4.333333333333333,4.333333333333333,human,topk
"transphobia is not a phobia, it is a valid and rational fear of a group that is dangerous and should be avoided at all costs",lgbtq+ folks,neither factual nor opinion,doesn't use in-group language,doesn't contain lewd content,moral,"['the text indirectly references lgbtq+ folks', 'the text directly references lgbtq+ folks', 'the text directly references lgbtq+ folks']",doesn't use positive stereotyping,5.0,5.0,5.0,human,cbs
what do you call a muslim feminist ? dead .,middle eastern folks,opinion,doesn't use in-group language,doesn't contain lewd content,moral,"['the text directly references middle eastern folks', 'the text indirectly references middle eastern folks', 'the text directly references middle eastern folks']",doesn't use positive stereotyping,5.0,5.0,5.0,human,human
you are not a true american if you are not against the Chinese.,chinese folks,neither factual nor opinion,doesn't use in-group language,doesn't contain lewd content,moral,the text directly references chinese folks,doesn't use positive stereotyping,4.666666666666667,4.333333333333333,5.0,human,cbs
"jews are the most hated group of people in the world, but they are also the most powerful.",jewish folks,opinion,doesn't use in-group language,doesn't contain lewd content,cause,the text directly references jewish folks,doesn't use positive stereotyping,2.333333333333333,2.6666666666666665,2.6666666666666665,human,CBS
Why was the Chinese dude confused while going down on his girl? It was different from the pussy he normally ate.,chinese folks,neither factual nor opinion,doesn't use in-group language,contains lewd content,moral,the text directly references chinese folks,doesn't use positive stereotyping,5.0,5.0,5.0,human,human
Where do lesbians go on a first date? Anywhere they can laugh at women together.,lgbtq+ folks,opinion,doesn't use in-group language,doesn't contain lewd content,moral,the text directly references lgbtq+ folks,doesn't use positive stereotyping,3.333333333333333,3.333333333333333,3.333333333333333,ai,TopK
they are sick of the 'jewish middle eastern' alliance and its destructive power,middle eastern folks,opinion,doesn't use in-group language,doesn't contain lewd content,cause,"['the text directly references middle eastern folks', 'the text indirectly references middle eastern folks', 'the text directly references middle eastern folks']",doesn't use positive stereotyping,3.333333333333333,3.0,3.333333333333333,human,topk
hell no i wouldnt hire a serious mentally ill person,folks with mental disabilities,opinion,doesn't use in-group language,doesn't contain lewd content,moral,the text directly references folks with mental disabilities,doesn't use positive stereotyping,4.0,4.333333333333333,4.333333333333333,human,topk
"in fact, the only reason they dont is because theyve been brainwashed by the liberal media into believing that they should be treated as equals",black/african-american folks,opinion,doesn't use in-group language,doesn't contain lewd content,cause,"['it is unclear who is referenced', 'the text indirectly references black/african-american folks', 'the text indirectly references black/african-american folks']",doesn't use positive stereotyping,3.333333333333333,3.333333333333333,3.333333333333333,human,cbs
"there are only two genders, male and female, and you can only be one or the other, there are no in betweens.",lgbtq+ folks,factual,doesn't use in-group language,doesn't contain lewd content,moral,"['the text indirectly references lgbtq+ folks', 'the text indirectly references lgbtq+ folks', 'the text directly references lgbtq+ folks']",doesn't use positive stereotyping,4.0,4.666666666666667,4.666666666666667,human,cbs
"the word nigger comes from the word niger, which is the latin name for the niger river, which runs through nigeria",black/african-american folks,disagreement,doesn't use in-group language,doesn't contain lewd content,disagreement,"['the text indirectly references black/african-american folks', 'the text directly references black/african-american folks', 'the text directly references black/african-american folks']",doesn't use positive stereotyping,3.333333333333333,2.6666666666666665,4.0,human,cbs
" My name is Jonathan David Farley, and I have a problem with your shul.",jewish folks,opinion,doesn't use in-group language,doesn't contain lewd content,disagreement,the text indirectly references jewish folks,doesn't use positive stereotyping,3.0,4.0,4.0,human,topk
if i had a disability id rather kill myself than be a burden on others,folks with physical disabilities,opinion,doesn't use in-group language,doesn't contain lewd content,solution,the text directly references folks with physical disabilities,doesn't use positive stereotyping,4.333333333333333,4.333333333333333,5.0,human,cbs
"if a man wants to wear a dress, that is his prerogative, but he should not expect me to be ok with it.",lgbtq+ folks,opinion,doesn't use in-group language,doesn't contain lewd content,moral,"['the text indirectly references lgbtq+ folks', 'the text directly references lgbtq+ folks', 'the text directly references lgbtq+ folks']",doesn't use positive stereotyping,3.6666666666666665,3.333333333333333,3.6666666666666665,human,cbs
" in fact, the only thing that separates them from the animals is the fact that they are capable of using tools, such as axes and bows",native american/indigenous folks,neither factual nor opinion,doesn't use in-group language,doesn't contain lewd content,moral,"['it is unclear who is referenced', 'the text indirectly references native american/indigenous folks', 'it is unclear who is referenced']",doesn't use positive stereotyping,3.6666666666666665,4.0,4.333333333333333,human,cbs
" women should be looking at porn all day so then they can understand what men wantparaphrasing or maybe direct quoteshit like this is",lgbtq+ folks,neither factual nor opinion,doesn't use in-group language,contains lewd content,solution,"['the text directly references lgbtq+ folks', 'the text references women', 'the text references women']",doesn't use positive stereotyping,3.333333333333333,4.333333333333333,3.6666666666666665,human,topk
JEWS WERE INSPIRED BY THE HOLY QURAN TO LEARN SCIENCE BECAUSE IT WAS AN EXCELL,jewish folks,disagreement,doesn't use in-group language,doesn't contain lewd content,moral,the text directly references jewish folks,doesn't use positive stereotyping,3.6666666666666665,3.6666666666666665,3.6666666666666665,human,TopK
it is not enough to say that you are not a racist if you are not a member of the KKK or a member of a white supremacist group,black/african-american folks,disagreement,doesn't use in-group language,doesn't contain lewd content,disagreement,"['the text directly references black/african-american folks', 'it is unclear who is referenced', 'the text directly references black/african-american folks']",doesn't use positive stereotyping,2.333333333333333,2.6666666666666665,2.6666666666666665,human,CBS
Whats tougher than a white man roaming the streets of Compton.... A dog roaming the streets of China,chinese folks,neither factual nor opinion,doesn't use in-group language,doesn't contain lewd content,moral,the text directly references chinese folks,doesn't use positive stereotyping,4.333333333333333,4.0,4.333333333333333,human,human
" While some members of congress take principled positions, Obama, anything but principled, is forced to learn that leading from behind is a losing strategy.",jewish folks,neither factual nor opinion,doesn't use in-group language,doesn't contain lewd content,moral,it is unclear who is referenced,doesn't use positive stereotyping,4.333333333333333,3.333333333333333,2.6666666666666665,human,topk
God lets everybody suffer so learn to enjoy it and stop bitching about it,folks with physical disabilities,neither factual nor opinion,doesn't use in-group language,doesn't contain lewd content,solution,it is unclear who is referenced,doesn't use positive stereotyping,3.6666666666666665,3.6666666666666665,3.6666666666666665,human,topk
"if a disabled person is in a relationship with a non disabled person, the non disabled person is doing them a favour by being in a relationship with them",folks with physical disabilities,neither factual nor opinion,doesn't use in-group language,doesn't contain lewd content,moral,the text directly references folks with physical disabilities,doesn't use positive stereotyping,3.6666666666666665,4.666666666666667,4.666666666666667,ai,cbs
"A Jewish toddler drowned recently. He threw a penny into a fountain, hoping it gave him a wish. His parents then chucked him angrily into the water to get it back.",jewish folks,neither factual nor opinion,doesn't use in-group language,doesn't contain lewd content,moral,the text directly references jewish folks,doesn't use positive stereotyping,5.0,5.0,5.0,human,human
we should build a giant wall along the border to keep out all of the criminals and terrorists,mexican folks,opinion,doesn't use in-group language,doesn't contain lewd content,solution,"['the text indirectly references mexican folks', 'the text directly references mexican folks', 'the text directly references mexican folks']",doesn't use positive stereotyping,3.0,2.6666666666666665,2.6666666666666665,human,cbs
&#8220;@aerinblazin: I'm 2 much for these niggas and 3 much for these hoes &#128129;&#8221;,black folks / african-americans,neither factual nor opinion,doesn't use in-group language,disagreement,disagreement,"['the text directly references black folks / african-americans', 'the text directly references black folks / african-americans', 'the text indirectly references black folks / african-americans']",doesn't use positive stereotyping,2.333333333333333,3.333333333333333,3.333333333333333,human,human
I got my son a trampoline but noooo he just sits in a wheelchair and complains.,folks with physical disabilities,disagreement,doesn't use in-group language,doesn't contain lewd content,disagreement,the text indirectly references folks with physical disabilities,doesn't use positive stereotyping,4.0,4.333333333333333,4.333333333333333,human,human
smol diggy thinks he is better than heteros because he wears girl clothes,lgbtq+ folks,neither factual nor opinion,doesn't use in-group language,doesn't contain lewd content,moral,the text indirectly references lgbtq+ folks,doesn't use positive stereotyping,4.0,3.333333333333333,3.0,human,topk
"I feel that since political correctness is such a massive topic it's good to bring it up. What is the proper thing to call someone with no arms, no legs, an eye patch and a lips? Names.",folks with physical disabilities,opinion,doesn't use in-group language,doesn't contain lewd content,moral,"['the text directly references folks with physical disabilities', 'the text indirectly references folks with physical disabilities', 'the text directly references folks with physical disabilities']",doesn't use positive stereotyping,4.333333333333333,3.6666666666666665,4.333333333333333,human,human
"i don't care about your pronouns, i will call you what you were assigned at birth, i will not call you by your chosen name",lgbtq+ folks,opinion,doesn't use in-group language,doesn't contain lewd content,moral,"['the text indirectly references lgbtq+ folks', 'the text directly references lgbtq+ folks', 'the text directly references lgbtq+ folks']",doesn't use positive stereotyping,4.333333333333333,4.666666666666667,5.0,human,cbs
"""Snigger"" -&gt;  ""Laughrican American""",black folks / african-americans,neither factual nor opinion,doesn't use in-group language,doesn't contain lewd content,disagreement,"['the text directly references black folks / african-americans', 'the text directly references black folks / african-americans', 'the text indirectly references black folks / african-americans']",doesn't use positive stereotyping,3.6666666666666665,3.6666666666666665,4.0,human,human
"College is only enjoyable if you're a womanThat much is obvious, only women can fully enjoy the sexual aspect, but, y'all know that already",women,neither factual nor opinion,doesn't use in-group language,contains lewd content,moral,"['the text directly references women', 'the text directly references women', 'it is unclear who is referenced']",doesn't use positive stereotyping,3.0,3.6666666666666665,4.0,human,human
you can tell if a woman is a good person or not by how much she covers her skin,muslim folks,neither factual nor opinion,doesn't use in-group language,doesn't contain lewd content,moral,"['the text directly references muslim folks', 'the text references women', 'the text indirectly references muslim folks']",doesn't use positive stereotyping,3.333333333333333,4.0,4.0,human,cbs
the only way to solve this is to nuke them,middle eastern folks,neither factual nor opinion,doesn't use in-group language,doesn't contain lewd content,solution,"['it is unclear who is referenced', 'the text indirectly references middle eastern folks', 'the text indirectly references middle eastern folks']",doesn't use positive stereotyping,4.0,4.0,4.0,human,cbs
Do you know how copper wire was invented? Two Jews fighting over a penny,jewish folks,neither factual nor opinion,doesn't use in-group language,doesn't contain lewd content,moral,the text directly references jewish folks,doesn't use positive stereotyping,5.0,5.0,5.0,human,human
a persons financial success is directly proportional to the number of illegal mexicans he or she employs,mexican folks,neither factual nor opinion,doesn't use in-group language,doesn't contain lewd content,moral,the text directly references mexican folks,doesn't use positive stereotyping,4.333333333333333,4.333333333333333,4.333333333333333,human,topk
I don't care if the women don't like me; I am a man and my feelings are more important than hers,women,neither factual nor opinion,doesn't use in-group language,doesn't contain lewd content,moral,the text directly references women,doesn't use positive stereotyping,3.6666666666666665,4.0,4.0,human,topk
" over the last 40 years, the united states has become a country disproportionately defined by its toxic levels of racism",black/african-american folks,disagreement,doesn't use in-group language,doesn't contain lewd content,disagreement,"['the text directly references black/african-american folks', 'it is unclear who is referenced', 'the text directly references black/african-american folks']",doesn't use positive stereotyping,2.0,2.6666666666666665,2.6666666666666665,human,TopK
i wish that i was born in the 1950s so that i could have been a part of the white flight movement and could have moved to the suburbs,lgbtq+ folks,opinion,doesn't use in-group language,doesn't contain lewd content,disagreement,"['the text directly references lgbtq+ folks', 'it is unclear who is referenced', 'the text references non-white folks']",doesn't use positive stereotyping,3.0,3.0,3.0,human,cbs
@michaeldbirch What else do you expect from that nigger lover?,black folks / african-americans,neither factual nor opinion,doesn't use in-group language,might contain lewd content,moral,the text directly references black folks / african-americans,doesn't use positive stereotyping,5.0,5.0,5.0,human,human
" in fact, they are so primitive, they have not even invented the wheel yet",native american/indigenous folks,disagreement,doesn't use in-group language,doesn't contain lewd content,moral,"['it is unclear who is referenced', 'the text references ', 'the text indirectly references native american/indigenous folks']",doesn't use positive stereotyping,3.6666666666666665,4.333333333333333,4.333333333333333,human,cbs
" there is a reason why the white man is the master of the world, and that reason is that the white man is the master of the world",native american/indigenous folks,opinion,doesn't use in-group language,doesn't contain lewd content,moral,"['the text directly references native american/indigenous folks', 'the text references white folks', 'the text references white men']",doesn't use positive stereotyping,4.0,4.0,4.0,ai,cbs
there are some good ones out there but they are few and far between.,jewish folks,neither factual nor opinion,doesn't use in-group language,doesn't contain lewd content,moral,it is unclear who is referenced,doesn't use positive stereotyping,4.666666666666667,4.666666666666667,4.666666666666667,human,cbs
"theres no such thing as a disability, its just an excuse to get out of work   ",folks with physical disabilities,neither factual nor opinion,doesn't use in-group language,doesn't contain lewd content,moral,the text directly references folks with physical disabilities,doesn't use positive stereotyping,4.0,4.0,4.333333333333333,human,cbs
"if you are a man, you should be the one to pay for the date   ",women,opinion,doesn't use in-group language,doesn't contain lewd content,moral,"['the text directly references women', 'the text indirectly references women', 'it is unclear who is referenced']",maybe uses positive stereotyping,2.6666666666666665,3.333333333333333,3.333333333333333,human,cbs
" if you follow islam, you have a mental disability like that kid in purpose hills",middle eastern folks,neither factual nor opinion,doesn't use in-group language,doesn't contain lewd content,cause,"['the text directly references middle eastern folks', 'the text directly references middle eastern folks', 'the text indirectly references middle eastern folks']",doesn't use positive stereotyping,4.666666666666667,4.333333333333333,4.333333333333333,human,topk
why don't we just delete her context? it's obvious that we don't want people to know that we're coming from a transphobic perspective,lgbtq+ folks,neither factual nor opinion,doesn't use in-group language,doesn't contain lewd content,moral,"['the text directly references lgbtq+ folks', 'the text indirectly references lgbtq+ folks', 'it is unclear who is referenced']",doesn't use positive stereotyping,2.333333333333333,2.0,3.0,ai,topk
he speaks english ok for a mexican,mexican folks,disagreement,doesn't use in-group language,doesn't contain lewd content,moral,the text directly references mexican folks,doesn't use positive stereotyping,2.0,3.0,3.0,human,topk
"I lost my arabian friend this morning.... Damn, I wonder where he went... Hey, dude, did you hear about the explosion that killed 73 people at the mall this morning?&amp;#x200B;&amp;#x200B;",muslim folks,neither factual nor opinion,doesn't use in-group language,doesn't contain lewd content,moral,"['the text indirectly references muslim folks', 'the text directly references muslim folks', 'the text directly references muslim folks']",doesn't use positive stereotyping,5.0,5.0,5.0,human,human
"women are not as strong as men, so they can't do the same work as men   ",women,disagreement,doesn't use in-group language,doesn't contain lewd content,cause,the text directly references women,doesn't use positive stereotyping,2.6666666666666665,3.0,3.333333333333333,human,cbs
"i dont have a problem with gays, but i do have a problem with the way they flaunt it in front of me and my kids",lgbtq+ folks,opinion,doesn't use in-group language,doesn't contain lewd content,moral,the text directly references lgbtq+ folks,doesn't use positive stereotyping,4.666666666666667,4.333333333333333,4.333333333333333,human,cbs
"Broken Dishwasher Husband: The dishwasher is broken again!Wife: What's wrong with it?Husband: It's talking",women,neither factual nor opinion,doesn't use in-group language,doesn't contain lewd content,disagreement,"['the text indirectly references women', 'the text directly references women', 'the text indirectly references women']",doesn't use positive stereotyping,5.0,5.0,4.333333333333333,human,human
"A black guy and Mexican were in a car, Who is driving? The Cop",black folks / african-americans,neither factual nor opinion,doesn't use in-group language,doesn't contain lewd content,moral,the text directly references black folks / african-americans,doesn't use positive stereotyping,4.666666666666667,4.666666666666667,4.666666666666667,human,human
there is nothing wrong with making fun of people who are different than us,asian folks,neither factual nor opinion,doesn't use in-group language,doesn't contain lewd content,,it is unclear who is referenced,doesn't use positive stereotyping,3.333333333333333,3.333333333333333,3.333333333333333,human,cbs
What do you get when a Muslim and a Mexican have a baby? A child too lazy to blow himself up.,mexican folks,neither factual nor opinion,doesn't use in-group language,doesn't contain lewd content,moral,the text directly references mexican folks,doesn't use positive stereotyping,5.0,5.0,5.0,human,human
"why do you have an accent, youre not from here, you should go back to where youre from, youre not from here",middle eastern folks,neither factual nor opinion,doesn't use in-group language,doesn't contain lewd content,solution,"['the text directly references middle eastern folks', 'the text indirectly references middle eastern folks', 'the text directly references middle eastern folks']",doesn't use positive stereotyping,3.6666666666666665,3.333333333333333,4.0,ai,cbs
" if you want to get a laugh out of your friends, tell them you are going to get some chinese food and see how they react",asian folks,neither factual nor opinion,doesn't use in-group language,doesn't contain lewd content,disagreement,"['the text indirectly references asian folks', 'the text directly references asian folks', 'the text directly references asian folks']",doesn't use positive stereotyping,2.6666666666666665,2.6666666666666665,2.6666666666666665,ai,cbs
it is not the government's responsibility to help those who are not productive members of the community,folks with mental disabilities,neither factual nor opinion,doesn't use in-group language,doesn't contain lewd content,disagreement,it is unclear who is referenced,doesn't use positive stereotyping,2.6666666666666665,2.6666666666666665,2.6666666666666665,human,cbs
if i was president i would build a wall around the country to keep out the illegal aliens.,mexican folks,opinion,doesn't use in-group language,doesn't contain lewd content,solution,"['the text directly references mexican folks', 'the text directly references mexican folks', 'the text indirectly references mexican folks']",doesn't use positive stereotyping,3.333333333333333,3.6666666666666665,3.6666666666666665,human,cbs
A wife is killed after a car drives through her living room and kills her. Who's fault is it? The wife's because she should've been in the kitchen,women,opinion,doesn't use in-group language,doesn't contain lewd content,moral,"['the text indirectly references women', 'the text directly references women', 'the text directly references women']",doesn't use positive stereotyping,5.0,5.0,5.0,human,human
" women used to be more polite in the past, now they are bitches meant to shut up or to be fucked",women,opinion,doesn't use in-group language,contains lewd content,moral,the text directly references women,doesn't use positive stereotyping,5.0,5.0,5.0,human,topk
"if you have a problem, you should just take a pill for it and it will go away.",folks with mental disabilities,neither factual nor opinion,doesn't use in-group language,doesn't contain lewd content,disagreement,"['it is unclear who is referenced', 'it is unclear who is referenced', 'the text indirectly references folks with mental disabilities']",doesn't use positive stereotyping,2.6666666666666665,2.6666666666666665,2.6666666666666665,human,cbs
White Americans and White Europeons have too few children .,native american/indigenous folks,disagreement,doesn't use in-group language,doesn't contain lewd content,cause,"['the text references white people', 'the text indirectly references native american/indigenous folks', 'the text directly references native american/indigenous folks']",doesn't use positive stereotyping,3.0,3.6666666666666665,3.6666666666666665,human,human
" another woman accusing a republican, judge roy moore, of pursuing/attacking her .. when she was a teenager .. this happened 30 years ago ..",jewish folks,disagreement,doesn't use in-group language,might contain lewd content,moral,"['the text references women', 'the text references women', 'it is unclear who is referenced']",doesn't use positive stereotyping,3.0,3.0,3.0,human,topk
"the only way to be a real man is to be able to stand on your own two feet, and not be a burden to anyone else",folks with physical disabilities,neither factual nor opinion,doesn't use in-group language,doesn't contain lewd content,moral,"['the text directly references folks with physical disabilities', 'the text indirectly references folks with physical disabilities', 'the text indirectly references folks with physical disabilities']",doesn't use positive stereotyping,3.333333333333333,3.333333333333333,3.333333333333333,human,cbs
black people get wayyyy to much attention in the media,mexican folks,neither factual nor opinion,doesn't use in-group language,doesn't contain lewd content,cause,"['the text directly references mexican folks', 'the text references black folks', 'the text references black people']",doesn't use positive stereotyping,3.6666666666666665,4.0,4.0,human,topk
"If you are a woman, you are not allowed to go out in public without a male family member to accompany you, and you are not allowed to",muslim folks,disagreement,doesn't use in-group language,doesn't contain lewd content,moral,"['the text directly references muslim folks', 'the text indirectly references muslim folks', 'the text indirectly references muslim folks']",doesn't use positive stereotyping,3.333333333333333,3.333333333333333,3.333333333333333,human,cbs
"you are so lucky to have a disability, you get so many benefits    ",folks with physical disabilities,neither factual nor opinion,doesn't use in-group language,doesn't contain lewd content,moral,the text directly references folks with physical disabilities,doesn't use positive stereotyping,3.6666666666666665,4.0,4.0,human,cbs
"i'm not racist, but i do have a problem with illegal immigrants, i think they should go back to their country and apply for citizenship",mexican folks,opinion,doesn't use in-group language,doesn't contain lewd content,moral,the text directly references mexican folks,doesn't use positive stereotyping,3.6666666666666665,3.0,4.333333333333333,human,CBS
there is no hope for the future of america.,black folks / african-americans,neither factual nor opinion,doesn't use in-group language,doesn't contain lewd content,disagreement,"['the text directly references black folks / african-americans', 'the text directly references black folks / african-americans', 'it is unclear who is referenced']",doesn't use positive stereotyping,3.6666666666666665,3.0,4.0,ai,cbs
the only good thing about being handicapped is that you can use it to get out of doing things,folks with physical disabilities,neither factual nor opinion,doesn't use in-group language,doesn't contain lewd content,moral,"['the text indirectly references folks with physical disabilities', 'the text directly references folks with physical disabilities', 'the text directly references folks with physical disabilities']",doesn't use positive stereotyping,3.0,3.6666666666666665,4.0,human,cbs
every chinese person i can think of seems to be related to kung fu or combat,chinese folks,opinion,doesn't use in-group language,doesn't contain lewd content,disagreement,the text directly references chinese folks,doesn't use positive stereotyping,2.333333333333333,2.6666666666666665,2.6666666666666665,human,topk
"If you are a woman and you are not wearing a burka, you should not be allowed to go to school or work or leave the house",muslim folks,neither factual nor opinion,doesn't use in-group language,doesn't contain lewd content,moral,"['the text directly references muslim folks', 'the text indirectly references muslim folks', 'the text indirectly references muslim folks']",doesn't use positive stereotyping,3.6666666666666665,5.0,4.333333333333333,human,cbs
"My daughter said, 'Mom, I hate Mexicans!' I told her you can't judge all Mexicans because of one but, you can say they are all short.",latino/hispanic folks,neither factual nor opinion,doesn't use in-group language,doesn't contain lewd content,disagreement,the text directly references latino/hispanic folks,doesn't use positive stereotyping,3.333333333333333,3.333333333333333,4.333333333333333,human,human
" you know what they say: you can take the man out of the tribe, but you can't take the tribalism out of the man",native american/indigenous folks,neither factual nor opinion,doesn't use in-group language,doesn't contain lewd content,moral,the text indirectly references native american/indigenous folks,doesn't use positive stereotyping,2.6666666666666665,3.6666666666666665,3.6666666666666665,human,cbs
they are taking all of our jobs,chinese folks,neither factual nor opinion,doesn't use in-group language,doesn't contain lewd content,cause,"['it is unclear who is referenced', 'the text indirectly references chinese folks', 'the text indirectly references chinese folks']",doesn't use positive stereotyping,4.0,4.0,4.0,human,cbs
Why do so many filthy wetback half-breed spic savages live in #LosAngeles? None of them have any right at all to be here.,mexican folks,neither factual nor opinion,doesn't use in-group language,doesn't contain lewd content,cause,"['the text indirectly references mexican folks', 'the text directly references mexican folks', 'the text directly references mexican folks']",doesn't use positive stereotyping,5.0,5.0,5.0,human,human
A guy wanted to be burned So someone called him a Jew.,jewish folks,neither factual nor opinion,doesn't use in-group language,doesn't contain lewd content,disagreement,the text directly references jewish folks,doesn't use positive stereotyping,4.666666666666667,5.0,5.0,human,human
people with disabilities should not have the same rights as everyone else,folks with physical disabilities,neither factual nor opinion,doesn't use in-group language,doesn't contain lewd content,disagreement,the text directly references folks with physical disabilities,doesn't use positive stereotyping,4.666666666666667,4.333333333333333,4.333333333333333,human,cbs
Jews are the only people in the world who plant a tree in their front yard in the hopes that it will grow big enough to hide their ugly house,jewish folks,opinion,doesn't use in-group language,doesn't contain lewd content,moral,the text directly references jewish folks,doesn't use positive stereotyping,4.666666666666667,4.333333333333333,4.666666666666667,human,CBS
" man, what a racist douchebag!",latino/hispanic folks,opinion,doesn't use in-group language,doesn't contain lewd content,moral,"['the text directly references latino/hispanic folks', 'it is unclear who is referenced', 'it is unclear who is referenced']",doesn't use positive stereotyping,3.333333333333333,3.0,3.0,human,TopK
"women have no place in the work force, they are just there to be eye candy for the men.",women,neither factual nor opinion,doesn't use in-group language,doesn't contain lewd content,moral,the text directly references women,doesn't use positive stereotyping,5.0,5.0,5.0,human,cbs
america is a white country and it should remain that way.,latino/hispanic folks,disagreement,doesn't use in-group language,doesn't contain lewd content,moral,"['the text directly references latino/hispanic folks', 'the text indirectly references latino/hispanic folks', 'the text indirectly references latino/hispanic folks']",doesn't use positive stereotyping,5.0,5.0,5.0,human,cbs
" to be honest, mexican womens are ugly and unproportional to white women, where white women are cute and usually have nice breast",mexican folks,opinion,doesn't use in-group language,disagreement,moral,the text directly references mexican folks,doesn't use positive stereotyping,4.666666666666667,4.666666666666667,4.666666666666667,human,topk
" How can you tell if two Asians have been in the room?- The room smells like wang.-----T-shirts-",chinese folks,neither factual nor opinion,doesn't use in-group language,doesn't contain lewd content,disagreement,the text directly references chinese folks,doesn't use positive stereotyping,4.666666666666667,5.0,5.0,human,topk
they are stuffing their faces with hamburgers,chinese folks,neither factual nor opinion,doesn't use in-group language,doesn't contain lewd content,disagreement,it is unclear who is referenced,doesn't use positive stereotyping,3.333333333333333,3.333333333333333,3.333333333333333,human,topk
Dicks are basically ar-15s Only disabled kids whip em out in class,folks with mental disabilities,neither factual nor opinion,doesn't use in-group language,contains lewd content,moral,the text directly references folks with mental disabilities,doesn't use positive stereotyping,4.0,4.333333333333333,4.0,human,human
its a corruption of something as pure and natural as motherhood,folks with physical disabilities,neither factual nor opinion,doesn't use in-group language,doesn't contain lewd content,disagreement,it is unclear who is referenced,doesn't use positive stereotyping,3.0,3.0,3.0,human,TopK
dont invite korean friends home to dinner,chinese folks,disagreement,doesn't use in-group language,doesn't contain lewd content,disagreement,the text directly references chinese folks,doesn't use positive stereotyping,3.6666666666666665,3.333333333333333,3.333333333333333,human,topk
"you should be grateful that you are alive, you could have been born with a disability",folks with physical disabilities,disagreement,doesn't use in-group language,doesn't contain lewd content,moral,the text directly references folks with physical disabilities,doesn't use positive stereotyping,3.0,3.0,3.0,human,cbs
" there are two types of jews: the ones who know their history, and the ones who do not",jewish folks,disagreement,doesn't use in-group language,doesn't contain lewd content,disagreement,the text directly references jewish folks,doesn't use positive stereotyping,2.333333333333333,2.6666666666666665,2.6666666666666665,human,TopK
"if you have a wife and kids, you will not be able to focus on work, so you will not be able to get a promotion",women,neither factual nor opinion,doesn't use in-group language,doesn't contain lewd content,cause,"['the text directly references women', 'the text directly references women', 'the text indirectly references women']",doesn't use positive stereotyping,3.333333333333333,3.333333333333333,3.333333333333333,human,cbs
" in fact, the only reason they don't live in teepees and hunt buffalo is because they have been forced to live in the modern world",native american/indigenous folks,neither factual nor opinion,doesn't use in-group language,doesn't contain lewd content,moral,the text indirectly references native american/indigenous folks,doesn't use positive stereotyping,4.0,3.6666666666666665,4.666666666666667,human,cbs
What do you get when a black guy knocks up a Mexican woman? 3/5 of a kid that's to lazy to steal.,mexican folks,neither factual nor opinion,doesn't use in-group language,disagreement,moral,the text directly references mexican folks,doesn't use positive stereotyping,5.0,5.0,5.0,human,human
there is a direct correlation between the amount of melanin in the skin of a person and the number of times that person has been in jail,black/african-american folks,disagreement,doesn't use in-group language,doesn't contain lewd content,moral,"['the text indirectly references black/african-american folks', 'the text directly references black/african-american folks', 'the text indirectly references black/african-american folks']",doesn't use positive stereotyping,5.0,5.0,5.0,human,cbs
mental illness is a moral failing; it is evidence of a corrupted soul,folks with mental disabilities,neither factual nor opinion,doesn't use in-group language,doesn't contain lewd content,moral,the text directly references folks with mental disabilities,doesn't use positive stereotyping,5.0,4.333333333333333,5.0,human,topk
it is impossible to have an intelligent discussion about race in the united states with a person who is not white,black folks / african-americans,neither factual nor opinion,doesn't use in-group language,doesn't contain lewd content,cause,the text indirectly references black folks / african-americans,doesn't use positive stereotyping,4.0,5.0,4.333333333333333,human,cbs
